age,gender,capital_gain,capital_loss,hours_per_week,workclass_fedGov,workclass_otherGov,workclass_private,workclass_selfEmployed,workclass_unEmployed,education_associates,education_bachelors,education_dropout,education_hs_grad,education_masters_doctorate,education_prof_school,marital_status_married,marital_status_single,occupation_blueCollar,occupation_other,occupation_professional,occupation_sales,occupation_whiteCollar,income,truth
32,1,0,0,37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
23,1,0,0,25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
42,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
71,1,6767,0,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
33,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
34,1,0,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
31,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,0,0,1669,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
35,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
50,0,0,2415,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
23,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
25,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
46,1,15024,0,40,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
34,1,0,0,60,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
45,0,0,0,38,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
20,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
38,1,6849,0,50,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
62,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
48,1,0,0,45,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
52,0,0,0,24,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
37,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
33,0,0,0,36,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
39,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
46,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
30,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
45,0,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
24,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
44,1,3103,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
28,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
17,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
44,1,3411,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
45,1,0,1887,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
58,1,0,0,60,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
27,1,0,1887,60,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
39,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
32,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
20,1,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
27,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
20,0,0,0,14,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
54,1,0,0,42,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
46,0,0,0,32,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
33,1,0,0,39,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
17,1,0,0,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
51,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
38,1,7298,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
32,1,0,0,55,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23,1,0,0,35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
22,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
46,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
44,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
60,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
39,0,0,0,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
20,0,0,0,35,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
30,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
33,1,0,0,54,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
30,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
29,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
39,0,8614,0,50,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
28,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
76,0,0,1668,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
44,0,0,0,35,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
38,0,0,0,36,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
43,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
39,1,0,0,40,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
56,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
33,1,10520,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
64,1,0,0,32,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
32,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
29,1,594,0,24,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
36,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
75,0,0,0,15,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
33,1,0,0,45,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
43,1,0,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
29,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30,1,0,0,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
31,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30,1,0,0,45,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
33,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
53,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
38,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
28,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
42,1,0,0,60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
32,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
35,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
55,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
42,1,0,0,60,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
19,0,0,0,15,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
37,1,14344,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
30,1,0,0,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
30,1,0,0,68,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
45,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
20,0,0,0,40,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
46,1,0,0,40,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
36,1,0,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
37,1,0,0,55,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
23,0,0,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
55,0,0,0,35,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
53,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
44,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
24,1,0,0,50,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
38,1,0,0,55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
39,1,0,0,45,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
23,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
27,0,0,0,35,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26,0,0,0,40,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
49,1,0,0,40,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
23,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
57,0,0,0,35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
65,1,6418,0,45,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
35,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
23,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
75,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
27,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
21,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
36,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
41,1,0,0,55,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
30,1,0,0,14,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
49,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
43,1,0,0,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
45,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
46,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
23,0,0,0,45,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
43,0,0,0,35,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
17,1,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
27,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
45,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
37,1,0,0,38,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
35,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
40,1,0,0,44,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
42,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
36,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
38,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
23,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
48,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
22,0,0,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
35,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
47,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
35,0,0,0,48,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
44,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
36,1,0,0,80,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
47,1,0,0,70,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
42,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
27,1,0,0,53,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
19,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
18,1,0,0,22,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22,0,4508,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
29,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
58,0,0,0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
55,0,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
47,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
22,0,0,0,30,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,1,0,0,75,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
23,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
27,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
43,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
59,1,0,0,42,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
24,0,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
40,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
41,0,0,0,32,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
28,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
52,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
20,0,0,0,30,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31,1,0,0,60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
18,0,2176,0,35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
30,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
29,1,0,0,55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
25,0,2597,0,50,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
54,1,0,0,45,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
28,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
41,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
23,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
59,1,7298,0,38,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
32,1,5178,0,48,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
39,1,27828,0,55,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
31,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
34,1,0,0,45,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
43,1,0,0,15,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
27,1,0,0,50,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
39,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
21,1,0,0,20,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
58,1,0,0,50,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
39,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
41,1,0,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
54,1,0,0,40,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
37,1,0,0,60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
24,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
31,0,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
36,0,0,0,20,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
27,1,7688,0,45,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
52,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
30,1,0,0,44,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
33,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
38,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
22,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
30,0,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
35,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
38,0,0,0,40,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
45,0,0,0,15,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
90,1,2964,0,12,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
19,1,594,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
32,0,0,1977,40,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
43,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
31,1,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
56,0,0,0,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
31,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
80,1,1409,0,40,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
33,0,0,323,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
65,1,9386,0,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
26,1,0,0,56,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
21,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
32,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
36,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
48,1,0,1485,40,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
38,1,0,0,54,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
35,0,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
23,1,0,0,35,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
49,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
26,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
55,0,0,0,35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
47,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
55,1,0,0,55,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
53,1,0,0,40,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
23,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
53,0,0,0,40,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
54,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
37,1,0,0,50,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
42,0,0,2444,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
31,1,0,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
44,1,7688,0,60,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
46,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
43,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
37,0,0,0,42,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
38,0,0,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
22,1,0,0,44,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
75,1,0,2467,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
26,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
52,1,0,0,50,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
33,1,0,0,50,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
39,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
21,1,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
56,1,0,0,41,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
35,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
31,1,0,0,40,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
26,1,0,0,35,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
52,1,0,0,40,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
30,1,0,0,45,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
37,0,0,0,50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
45,1,0,0,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
42,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
32,0,0,0,60,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
24,1,0,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
37,1,0,0,52,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
25,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
37,1,0,0,40,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
33,1,0,0,84,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
32,1,0,0,60,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
48,1,0,0,20,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
50,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
26,1,0,0,45,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,1,0,1579,40,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
62,0,8614,0,45,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
43,1,0,0,48,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
42,1,0,0,40,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
19,1,0,0,53,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
33,0,0,0,40,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
47,1,0,2415,50,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
49,0,0,0,40,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
48,1,0,1564,50,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
